0,4.16667,2.78142E-29,0,5.11503E-27,0,0,0.155301,0,0.0482065,1.48927E-10,1069.16
0.01,4.22009,-2.47388E-13,1.34617E-14,4444.66,3.85819E-18,-0.00433536,0.172612,-4.11957E-05,0.0455861,-14547,-184.686
0.02,4.37249,-4.03884E-12,2.11415E-13,1956.66,6.64844E-17,-0.000530032,0.167852,-2.26331E-05,0.0473808,-9884.24,-20.3559
0.03,4.40332,-3.28398E-11,1.65434E-12,14.9234,5.57976E-16,-0.00030868,0.156894,-2.40755E-05,0.0487598,-5074.65,-30.6123
0.04,4.61195,-1.78568E-10,8.66572E-12,0.054797,3.06219E-15,-8.02932E-05,0.155766,-1.43753E-05,0.0485011,205.918,533.07
0.05,4.71534,-7.35598E-10,3.44404E-11,0.0755109,1.24443E-14,-3.37893E-05,0.154614,-9.56416E-06,0.0479018,-435.328,978.205
0.06,4.81182,-2.46454E-09,1.11539E-10,0.0220581,4.01711E-14,-2.43388E-06,0.153368,-1.82464E-06,0.0475576,-305.345,1284.78
0.07,4.91827,-7.03474E-09,3.08445E-10,0.353445,1.07741E-13,3.49137E-05,0.153633,2.73072E-06,0.047685,1203.55,1397.21
0.08,4.89685,-1.76764E-08,7.52681E-10,0.330279,2.47399E-13,3.33738E-06,0.154415,4.55878E-06,0.0479101,1200.89,1133.05
0.09,4.97186,-4.00544E-08,1.66045E-09,0.262179,4.95781E-13,-8.78788E-06,0.155047,7.81392E-06,0.04812,1021.82,977.997
0.1,5.01488,-8.33576E-08,3.37237E-09,0.536693,8.75141E-13,-3.29501E-05,0.155239,7.93796E-06,0.0482144,1413.64,837.579
0.11,5.07837,-1.61587E-07,6.3946E-09,0.719795,1.35651E-12,-2.56967E-05,0.154992,1.21873E-06,0.0481806,1660.6,883.391
0.12,5.19297,-2.9501E-07,1.14445E-08,0.472959,1.79948E-12,-1.96468E-05,0.154737,-7.23372E-06,0.0480783,1374.13,958.901
0.13,5.23352,-5.11747E-07,1.94996E-08,0.230834,1.86396E-12,-2.02667E-05,0.154692,-1.16557E-05,0.0480394,950.293,980.568
0.14,5.30844,-8.4945E-07,3.18485E-08,0.1313,8.90463E-13,-3.00133E-05,0.154799,-1.32833E-05,0.048056,664.145,936.618
0.15,5.38612,-1.35702E-06,5.01425E-08,0.0458402,-2.2538E-12,-3.15158E-05,0.154872,-1.19763E-05,0.0480562,264.556,936.915
0.16,5.48262,-2.09631E-06,7.64459E-08,0.011304,-9.3645E-12,-6.87519E-06,0.15487,-7.01213E-06,0.0480358,-133.046,1058.25
0.17,5.63826,-3.14382E-06,1.13284E-07,0.0182886,-2.31265E-11,1.04614E-05,0.154723,-2.042E-06,0.0480113,-167.151,1146.6
0.18,5.79642,-4.59224E-06,1.63688E-07,0.00870211,-4.73774E-11,7.20286E-06,0.154605,-2.52131E-06,0.0480071,49.2514,1132.32
0.19,5.96077,-6.55192E-06,2.31231E-07,0.0294939,-8.74087E-11,-1.33704E-05,0.154628,-6.29444E-06,0.0480201,261.161,1036.24
0.2,6.09916,-9.1521E-06,3.20064E-07,0.0780736,-1.50304E-10,-2.5722E-05,0.154803,-8.01789E-06,0.0480474,480.097,974.268
0.21,6.21433,-1.2542E-05,4.34939E-07,0.188966,-2.45315E-10,-1.62228E-05,0.155,-3.1879E-06,0.0480724,862.433,1008.29
0.22,6.30781,-1.68915E-05,5.81226E-07,0.421476,-3.84273E-10,2.85311E-06,0.155022,6.01194E-06,0.0480767,1336.69,1087.47
0.23,6.37983,-2.23919E-05,7.64926E-07,0.691777,-5.82036E-10,1.12591E-05,0.154886,1.30409E-05,0.048066,1695.87,1122.63
0.24,6.45878,-2.92561E-05,9.92666E-07,0.843846,-8.5697E-10,-2.0676E-06,0.154712,1.26121E-05,0.0480607,1880.38,1063.61
0.25,6.5339,-3.77184E-05,1.2717E-06,0.81992,-1.23146E-09,-2.95751E-05,0.154568,2.83519E-06,0.0480567,1824.99,951.172
0.26,6.63041,-4.80344E-05,1.60986E-06,0.580984,-1.73244E-09,-5.36918E-05,0.154506,-1.21728E-05,0.048037,1513.93,865.213
0.27,6.73679,-6.048E-05,2.0156E-06,0.313966,-2.39199E-09,-5.84363E-05,0.15453,-2.30046E-05,0.0480012,1078.47,871.83
0.28,6.8314,-7.53509E-05,2.49787E-06,0.143258,-3.24787E-09,-4.8041E-05,0.154528,-2.41182E-05,0.047954,667.966,953.337
0.29,6.93048,-9.29608E-05,3.06615E-06,0.0506934,-4.34415E-09,-2.79653E-05,0.154422,-1.82843E-05,0.0479026,309.277,1080.95
0.3,7.02345,-0.00011364,3.73035E-06,0.0116189,-5.73184E-09,-9.76773E-06,0.154331,-1.13492E-05,0.047877,11.7791,1186.56
0.31,7.13543,-0.000137734,4.50076E-06,0.0132392,-7.46948E-09,-3.33869E-06,0.154274,-7.12317E-06,0.0478786,-209.975,1219.38
0.32,7.28109,-0.0001656,5.38799E-06,0.0264877,-9.62375E-09,-7.9433E-06,0.154259,-8.40244E-06,0.0478985,-283.561,1189.41
0.33,7.44153,-0.000197605,6.40291E-06,0.0225191,-1.22702E-08,-1.56753E-05,0.154316,-1.31625E-05,0.0479198,-147.092,1146.84
0.34,7.60299,-0.000234126,7.55652E-06,0.0266073,-1.54936E-08,-1.64729E-05,0.154439,-1.52969E-05,0.0479347,192.424,1142.94
0.35,7.73727,-0.000275541,8.8599E-06,0.103678,-1.93891E-08,-7.50417E-06,0.154583,-1.06082E-05,0.0479503,668.871,1183.88
0.36,7.83804,-0.000322232,1.03241E-05,0.305001,-2.40622E-08,6.53984E-06,0.154698,-5.75538E-07,0.0479763,1174.87,1236.17
0.37,7.91959,-0.000374579,1.196E-05,0.58243,-2.963E-08,1.69129E-05,0.154744,9.2779E-06,0.0480082,1598.63,1260.31
0.38,7.99841,-0.000432956,1.37784E-05,0.794807,-3.62216E-08,1.66119E-05,0.154705,1.33481E-05,0.0480313,1860.68,1237.08
0.39,8.08488,-0.00049773,1.57896E-05,0.848865,-4.39787E-08,3.48313E-06,0.154612,9.10309E-06,0.0480362,1935.22,1169.34
0.4,8.1782,-0.000569254,1.80035E-05,0.768367,-5.30564E-08,-1.83621E-05,0.154512,-2.47624E-06,0.0480269,1825.75,1077.87
0.41,8.27519,-0.000647869,2.04296E-05,0.549195,-6.36239E-08,-3.73878E-05,0.154476,-1.67361E-05,0.0480075,1523.33,1011.28
0.42,8.36833,-0.000733894,2.30766E-05,0.292324,-7.58651E-08,-4.26555E-05,0.154508,-2.60374E-05,0.0479847,1077.18,1012.53
0.43,8.45925,-0.000827627,2.59526E-05,0.104001,-8.99795E-08,-3.2369E-05,0.154585,-2.68345E-05,0.0479743,572.364,1082.23
0.44,8.55206,-0.000929341,2.90646E-05,0.0185252,-1.06183E-07,-1.29534E-05,0.154686,-2.01579E-05,0.047983,124.068,1183.71
0.45,8.64925,-0.00103928,3.24192E-05,0.015371,-1.24707E-07,4.26521E-06,0.154731,-1.14062E-05,0.0480009,-219.389,1262.78
0.46,8.75826,-0.00115766,3.60214E-05,0.05247,-1.45803E-07,1.21823E-05,0.154723,-6.93343E-06,0.0480201,-417.748,1289.85
0.47,8.87844,-0.00128465,3.98755E-05,0.05471,-1.69739E-07,9.40589E-06,0.154723,-8.67086E-06,0.04804,-449.455,1264.06
0.48,9.0044,-0.00142039,4.39845E-05,0.0245072,-1.96802E-07,1.75973E-06,0.154793,-1.36728E-05,0.048065,-323.118,1215.98
0.49,9.12664,-0.00156498,4.83503E-05,0.00402526,-2.27297E-07,-3.11888E-06,0.154949,-1.65988E-05,0.0480981,-40.119,1180.46
0.5,9.22969,-0.00171849,5.29732E-05,0.0309266,-2.61553E-07,-1.02965E-07,0.155155,-1.36371E-05,0.0481402,375.974,1177.52
0.51,9.30639,-0.00188091,5.78526E-05,0.173883,-2.99916E-07,9.91853E-06,0.15534,-5.17621E-06,0.0481867,855.616,1199.2
0.52,9.36275,-0.00205222,6.29861E-05,0.39843,-3.42752E-07,2.05121E-05,0.155441,4.36782E-06,0.0482277,1284.16,1217.03
0.53,9.41311,-0.00223234,6.837E-05,0.587182,-3.90452E-07,2.3014E-05,0.155433,9.40174E-06,0.0482516,1555.23,1202.78
0.54,9.47253,-0.00242113,7.39993E-05,0.643416,-4.43426E-07,1.21919E-05,0.15539,6.61769E-06,0.0482672,1638.18,1138.51
0.55,9.54515,-0.00261841,7.98673E-05,0.552467,-5.02105E-07,-6.80001E-06,0.155361,-2.99884E-06,0.0482729,1523.16,1053.21
0.56,9.62255,-0.00282395,8.5966E-05,0.381668,-5.66944E-07,-2.36162E-05,0.15538,-1.41491E-05,0.0482708,1242.03,990.318
0.57,9.6951,-0.00303747,9.22857E-05,0.200414,-6.38418E-07,-2.84447E-05,0.155435,-2.10164E-05,0.0482654,868.889,985.266
0.58,9.76024,-0.00325864,9.88154E-05,0.0679819,-7.17025E-07,-2.0853E-05,0.155496,-2.13393E-05,0.048261,454.148,1034.92
