time,velocity,long_creepage,yaw_angle,wear_number,lateral_displacement,lateral_creepage,spin_creepage,yaw_angle_pos,contact_angle,long_creep_force,lateral_creep_force
42.62,13.8858,-0.000735249,0.00126192,10.8962,-0.000682958,-0.000156646,0.800265,0.00363744,0.252408,-5583.77,5506.31
80.02,5.54789,-0.00121424,0.00393596,1.86833,-0.00145175,-9.90473e-05,0.0431399,-0.00302174,0.0135075,3270.81,-134.336
35.69,13.9037,-0.00668742,0.0136716,35.4154,-0.00377526,0.000738497,0.0123025,-0.00644284,0.00481525,5407.25,567.991
36.09,5.54032,0.0280153,-0.00134901,422.577,-0.0042236,0.046665,0.862991,-0.0457058,0.259284,3951.43,6596.98
79.2,5.54984,0.000530231,-8.46212e-05,3.37998,0.000141628,9.44465e-05,0.173948,0.0028533,0.0539563,-3603.12,1574.2
44.03,5.5385,-0.000827223,0.00447692,0.555557,-0.000880161,3.47334e-05,0.145201,-0.000234948,0.0452111,1436.94,1044.5
16.39,8.33772,0.000533709,-0.00141587,0.411738,0.00239058,0.000180769,0.165031,-0.0015504,0.051369,671.961,1611.87
51.97,5.56784,-0.0304557,0.00206419,238.041,0.00422102,-0.045836,-0.0234016,0.0426776,0.0054452,-2124.67,-4226.38
82.63,5.54971,0.00151466,-0.00828478,0.45285,0.00265523,7.83498e-05,0.100969,0.00169935,0.0321664,1377.43,1162.13
14.68,13.904,-0.00156033,-0.00639003,19.7247,-0.00338556,0.00133929,0.757903,-0.00343349,0.237797,-4826.38,6620.41
2.74,15.3718,0.000657252,0.000971532,0.107235,-0.000616301,1.42122e-05,0.179965,-3.27236e-05,0.0558304,-622.965,1337.33
9.37,13.8666,-0.0028003,-0.00508812,24.297,-0.00251897,0.00104194,0.625439,0.00120468,0.195406,-6375.88,4676.24
47.25,8.3289,0.000691384,-0.00580523,0.0238734,0.0023939,-3.46987e-07,0.184205,-0.000339285,0.057128,-321.618,1331.25
62.69,5.54389,-0.00326274,-0.00192584,2.6351,-0.000293055,0.000214274,0.714534,-0.00113674,0.224003,-2120.19,5572.49
26.03,8.31973,-0.00140529,0.00336412,10.6258,0.00150096,0.000553263,0.641457,0.000371534,0.200583,-4576.92,6171.29
70.65,5.54683,0.000938672,-0.0128494,13.8742,0.00372223,0.000700401,0.768337,-0.000796129,0.241304,-4811.8,5884.46
10.33,8.34608,0.000489024,-0.00349963,10.6861,0.000974186,-0.000883986,0.106116,-0.000552861,0.0334129,6043.34,-2547.05
33.74,13.8901,-0.00032563,-0.00484438,21.0815,-0.000607661,0.000462148,0.0926856,-0.00349583,0.0292088,7503.38,1602.55
62.68,5.54401,-0.00347919,-0.000822073,1.95269,-0.000465268,0.000177076,0.711966,-0.00129319,0.22317,-1755.35,5528.92
82.26,5.55103,0.000532733,-0.0117852,19.2743,0.00385611,0.000690601,0.73827,0.00180208,0.231683,-5929.96,5390.31
15.09,8.33411,-0.000202172,0.00341418,0.287931,0.000433799,8.89801e-05,0.0140228,0.00037477,0.00444297,1084.38,462.396
31.68,5.54638,-0.000507817,0.00848545,115.921,-0.00166739,0.0182738,1.04392,-0.00991768,0.333098,-1076.61,6158.04
33.63,8.33574,-0.000275543,0.00712259,62.8189,-0.00160353,0.00350522,1.5077,-0.00277661,0.490188,-5073.46,1965.91
1.27,8.83698,-0.00303691,7.80251e-05,0.0193553,-5.02183e-05,-2.07522e-05,0.155594,6.5993e-06,0.0483048,45.1573,908.757
19.54,5.54759,-0.000441644,-0.00109298,0.186714,0.00111217,3.40849e-05,0.70254,-0.00244568,0.220189,-105.877,5380.91
78.41,5.55157,-0.00109277,0.000541406,0.154735,-0.000259047,2.22542e-05,0.14886,-0.00208767,0.046218,745.465,1098.96
44.27,5.5332,-0.000157926,-0.00168264,0.637294,0.000873151,0.000298395,0.17081,-0.000574101,0.05305,-294.473,2057.89
74.44,5.54863,0.000690845,2.26283e-05,3.43361,0.00105399,7.71965e-06,0.272811,0.00271205,0.0847258,-3876.19,2346.48
44.48,13.8931,-0.00096936,0.0044511,6.87025,0.000289395,-5.34453e-05,0.171657,0.00434224,0.0531365,-5118.08,1040.6
9.69,8.31607,-0.000615128,0.00375827,0.321616,-0.000530297,0.00012796,0.17727,-0.000625221,0.0549964,-670.766,1660.69
83.98,5.55024,0.00103121,-0.00113321,0.323053,0.000403068,2.62101e-05,0.135989,0.00167201,0.0422623,-1143.37,1064.45
22.12,5.55551,-0.00058989,-0.000830443,0.337582,-0.000108951,-0.000121444,0.127982,0.00076134,0.0399372,1161.73,442.608
26.04,8.31993,-0.00141707,0.00361662,12.2812,0.00136718,0.000632362,0.626283,0.00052172,0.195741,-4834.68,6011.26
11.46,8.33468,0.000505402,-0.00206667,3.65373,0.000989126,0.000349007,0.636661,-0.000989605,0.200094,-2164.15,5823.18
48.45,8.33046,9.99035e-05,0.000656999,0.115164,-0.000132277,-0.000142927,0.156424,-0.000542819,0.0485652,438.839,487.316
11.93,5.55416,-9.45149e-05,-0.00328182,2.99818,0.00022601,-0.000352324,0.133403,-0.000429659,0.0421171,3493.49,-397.085
15.59,13.8882,-0.00230477,0.000854918,52.5214,-0.00405289,0.00239846,1.5206,-0.00218932,0.494985,-6713.56,5494.72
22.79,8.34642,-3.74725e-05,0.00452745,1.88752,-0.000793881,0.000524751,0.170863,0.000738428,0.0530914,-1366.46,2525.24
3.79,13.1721,1.97692e-05,0.00154909,0.104297,-0.000688921,5.57187e-05,0.173483,-0.000132777,0.0538208,-329.04,1416.43
9.98,8.32928,-0.00023934,-9.25175e-05,14.3678,0.000569387,0.000751832,0.709177,0.00213428,0.222316,-4972.34,5603.18
48.16,5.55702,-0.0161773,-0.0141293,209.292,0.00455399,-0.042756,-0.00772661,0.0417282,0.0099856,-2262.66,-3813.33
2.42,14.5593,-9.12304e-05,0.000389511,0.143456,-0.000538508,-3.83718e-05,0.147488,-0.000308902,0.0457892,696.818,893.122
54.92,5.55396,-0.00541889,-0.0353629,112.127,0.00562958,-0.0225941,0.000215496,0.021868,0.00598757,-1420.71,-4561.25
19.72,13.8977,-0.00456943,0.00579423,43.6644,-0.005405,0.00135938,0.840429,-0.00135304,0.264583,-7299.36,4586.91
12.16,8.32774,0.000663099,-0.00649637,0.19771,0.000772142,0.00014785,0.0275044,0.00100651,0.00847326,-503.75,1081.53
14.8,13.9015,-0.0026283,-0.00260035,75.4058,-0.00383677,0.00490728,1.5228,-0.00112748,0.495956,-6277.87,9078.27
24.36,13.8895,-0.00261893,-0.00162102,15.3048,-0.00334365,0.000710563,0.409276,0.000577532,0.127168,-5815.45,4506.79
38.02,5.5435,0.0243796,0.0391291,121.445,-0.00583797,0.0166534,1.14718,-0.0136125,0.363483,2998.54,5801.59
12.01,5.55499,0.000164632,-0.00352133,4.4879,0.000316488,-0.000445275,0.149108,-0.00121877,0.0465926,4083.38,-577.785
40.11,8.33413,-0.000345956,0.00137935,3.49543,-0.0018809,-0.000683273,0.102867,-0.00589743,0.0319709,3094.12,-2001.56
32.43,5.54004,0.000246903,-0.0419677,193.652,-0.00249539,0.0277735,0.929891,-0.0275031,0.288309,3195.88,4759.21
29.21,13.8925,-0.00701282,0.0131507,25.0951,-0.00839187,0.00212717,0.741025,-0.00181842,0.232418,-4517.71,5723.63
36.61,8.31924,0.000958156,-0.0108045,2.83547,0.00274534,-0.00022411,0.565537,0.00360399,0.176338,-2460.68,4973.4
32.21,8.31997,-0.000118425,0.00482252,1.89889,0.000424857,0.000604514,0.0424818,0.00168779,0.0133529,-1224.21,2612.35
81.24,5.54961,-0.000550213,0.00635838,1.02425,-0.00217518,0.000111341,0.101299,0.00456059,0.0314944,-2117.57,1317.91
20.67,8.32207,-0.00421434,0.0155144,3.55448,-0.00615653,-0.00069391,0.0618672,9.05749e-05,0.0190303,2938.49,-3170.45
6.04,8.32448,-1.13378e-05,2.18897e-05,0.575525,6.60068e-06,0.000289257,0.155818,-0.000219039,0.0483971,-365.058,1862.74
35.82,13.9002,-0.00398039,0.0115115,1.97263,-0.00266045,-0.000583478,0.770876,-0.0085117,0.242167,1028.69,2761.0
9.54,8.31611,-0.000384064,0.000598272,0.020986,-0.000427279,-1.9647e-05,0.161765,-0.000665523,0.0502214,5.78017,1067.76
58.09,5.5466,0.00164286,-0.00071549,0.272748,0.000894224,5.41506e-05,0.122782,0.00101553,0.0382254,-993.763,1090.66
52.15,5.57788,-0.0269092,0.00535969,216.584,0.00452964,-0.0452623,-0.0239782,0.0424293,0.00507309,-2031.45,-3804.93
6.31,13.9784,-1.17865e-05,-0.00375931,110.143,-0.000650428,0.00941292,2.32429,-0.00661478,0.820308,-4910.3,8071.67
10.26,5.55494,-0.00129025,0.00691514,3.3555,-0.00226348,-1.637e-05,0.5938,-0.0022153,0.185557,3055.7,4508.8
0.87,6.22705,-0.0103746,0.000290218,0.00405238,-5.91519e-06,2.09284e-06,0.154915,8.91676e-07,0.0480866,88.7712,1058.67
34.57,13.893,0.00019801,-0.000102142,137.414,0.000165282,0.00747177,2.64427,-0.00262346,0.983398,-5582.72,2192.27
38.56,8.33209,-0.001225,0.0170838,9.05453,-0.00514382,0.000688461,0.756737,-0.00374444,0.237757,-3363.02,4017.86
72.27,5.54722,0.000931832,-0.0104714,0.504274,0.00285287,5.64558e-05,0.375853,-0.00132147,0.116769,-1055.34,3258.39
40.07,13.8853,-0.00214322,0.0125828,41.5434,-0.00163181,-0.00421412,0.0221956,0.00107541,0.0085141,5172.53,-5271.95
23.56,13.8944,-0.00118749,-0.0178434,1.32745,-0.00107278,0.000377643,0.139223,-0.00040334,0.0432061,-1316.98,2407.26
87.56,5.55049,0.00036417,-0.00103627,1.41907,0.000375544,0.000363267,0.0969251,0.00399614,0.0301848,-1656.52,2480.01
15.94,8.32329,-4.97907e-05,0.000204793,0.166537,0.00176243,9.88059e-05,0.152007,3.62425e-05,0.0471492,-355.412,1372.96
45.36,5.54543,-0.000874211,0.00603302,1.34045,-0.00194341,-0.000369423,0.158859,0.00166931,0.049362,2289.74,-310.324
27.28,8.32469,-0.00132491,0.00430963,1.55654,-0.0015428,0.000127438,0.780125,0.00119968,0.246415,-1605.73,4488.37
31.21,8.32825,-7.77246e-05,0.0100316,10.6778,-0.000896297,0.0010278,0.819922,-0.00136891,0.25823,-3122.97,5548.78
11.3,8.32807,0.000530289,-0.00572106,1.61718,0.00148419,0.000102235,0.246004,-0.00255376,0.0763639,2461.62,2365.79
46.37,13.8954,0.000150576,-0.00524029,0.416433,0.00206109,0.000216139,0.0720276,0.000584857,0.0225894,592.438,1650.29
34.79,5.53357,0.0365173,-0.000416045,377.225,-0.00392382,0.0466891,0.852333,-0.0464151,0.255598,3726.19,5462.54
38.24,13.8805,0.000331509,-0.00506796,3.29216,0.000855644,-0.000234801,0.0132191,0.00655213,0.00503188,3793.28,-877.73
28.24,8.32564,-0.00033207,0.000170118,2.52991,-0.000644565,-0.000448107,0.85718,-0.00573668,0.270325,1140.78,4778.26
3.97,5.49084,-6.81014e-05,-4.983e-05,0.00877628,-3.66351e-05,-3.66544e-06,0.166577,8.35349e-05,0.0516782,-140.981,1176.06
33.96,8.33895,-2.88905e-05,0.000468249,21.1747,-0.00109591,0.00117892,0.589282,0.00329274,0.18373,-5267.62,4061.95
23.01,5.546,0.000328066,-0.0048211,5.45899,0.00159768,0.000429152,0.722132,-0.00146932,0.226531,-2917.75,5869.56
78.31,5.55062,-0.00158251,0.00446814,0.57544,-0.00135054,-2.29875e-05,0.134945,-0.00205401,0.0418995,1565.23,857.526
14.85,8.32844,-0.000954128,0.0115682,0.371514,-0.000897529,0.000221281,0.0988587,0.000766829,0.0306458,-523.622,1378.02
64.81,5.54469,-0.000419898,0.00547966,0.520779,-0.00103436,0.000171373,0.0707456,0.00176081,0.0227136,1277.86,1398.49
79.22,5.54983,0.000436811,0.000569026,2.70027,-5.54833e-05,7.68975e-05,0.168406,0.00286433,0.052236,-3225.69,1462.57
9.29,13.8671,-0.00223659,-0.00924689,35.6928,-0.00210784,0.00163001,0.759348,0.00124668,0.238423,-6670.59,5570.16
17.68,8.33762,-8.99499e-05,0.00424465,0.149603,-0.00234868,-0.000101122,0.175866,0.00205683,0.0544031,-518.855,898.211
16.55,8.34144,0.000316685,-0.000201501,0.0319996,0.00119869,1.03835e-05,0.169201,-0.00160735,0.0524872,287.572,1184.13
95.08,5.54981,0.000248323,-0.0021798,0.0567161,0.00139799,1.62851e-05,0.194719,-0.000161796,0.0603939,-378.652,1543.16
93.06,5.54842,0.000970135,-0.00935626,1.39685,0.00255713,6.8829e-05,0.403609,0.000122884,0.125512,-1926.8,3069.94
13.15,13.8936,-0.0033654,0.00372219,23.789,-0.00393564,0.00132243,0.633155,-0.000154072,0.19785,-5746.03,4441.87
79.98,5.54784,-0.00130692,0.00523954,2.48943,-0.0018517,-0.000102601,0.0553443,-0.00293428,0.0172672,3649.92,-63.0513
49.69,5.5585,-0.0161946,-0.000114339,221.222,0.0044593,-0.0433113,0.0342663,0.0421421,0.0232873,-2165.78,-4213.75
82.67,5.54963,0.00132446,-0.00583551,1.64612,0.00194225,-6.48177e-05,0.0939149,0.00108356,0.0300545,2950.22,457.964
45.5,8.32325,-0.000147482,0.0102415,2.67429,-0.00524495,-0.000288449,0.164964,-0.00226997,0.0512666,3094.38,29.3513
26.08,8.32094,-0.00144452,0.00454601,10.0323,0.000837625,0.000435198,0.384653,0.000893701,0.119569,-4957.75,3815.62
34.75,8.32969,-0.00593014,0.019714,1.74329,-0.00576293,0.000286966,0.732271,-0.00323638,0.230154,1141.6,4209.22
3.0,14.8363,-0.000150591,-0.000727143,0.0336538,0.000372508,1.10923e-05,0.155491,0.000358535,0.0482587,-301.651,1091.71
13.84,5.55051,6.30902e-05,-0.00172118,17.5947,0.00164508,0.000707694,0.719452,0.00127189,0.225665,-5639.05,5220.81
36.1,13.8827,0.00210378,-0.000767966,11.88,0.000785662,0.000211917,0.679259,0.00565601,0.21279,-5891.82,6090.4
38.04,13.8919,-0.000447515,-0.000887886,37.0939,0.00105264,0.000794965,0.774765,0.00705982,0.243345,-8068.35,5262.43
25.69,8.32767,0.000283069,-0.00390215,8.32022,0.00428522,-0.000881129,0.195489,-0.00268899,0.0608933,5595.72,-2025.12
7.55,8.31096,0.000222694,0.00431235,8.07111,0.000123042,-0.000133449,0.0563974,-0.00159424,0.0185155,5681.14,-108.71
80.93,5.55146,0.000767569,-0.00209149,28.3058,0.00177176,0.00093088,0.751164,0.0030484,0.235812,-6839.64,5380.27
32.23,13.8849,-0.00177798,0.00619137,36.5407,-0.00470725,0.000330326,0.864514,0.00297377,0.272615,-6991.97,3008.4
30.72,8.32384,0.000714566,-0.00971811,0.680572,0.00406531,8.89423e-05,0.0912647,0.00210515,0.0285182,-1731.44,1162.79
11.63,5.55096,-0.00122893,0.00411565,0.0821381,-0.000819939,-6.50045e-05,0.127326,0.00101827,0.0394704,432.043,657.226
5.76,13.7124,-0.000749548,0.00319957,0.0828911,-0.00155874,-0.00019481,0.149954,-0.00114838,0.0464235,-182.277,392.171
8.28,13.9161,-0.00138476,-0.00697034,19.9723,-0.00169234,0.00121642,0.699234,-0.0027368,0.21904,-5360.78,6769.0
25.24,8.34075,0.00205765,-0.0107699,50.5207,0.00191869,0.00517031,1.62308,-0.00281937,0.532555,-4099.24,5556.95
8.6,8.34076,0.000349702,-0.000518962,8.87555,0.00140859,0.000415474,0.736501,-0.000320357,0.231147,-3967.34,4311.13
38.95,5.55782,0.00512807,0.0431495,15.1282,-0.00484255,-0.00104307,0.0532105,-0.00164266,0.0171943,7040.21,-3189.31
16.01,8.32404,0.000105037,-0.000110563,1.07635,0.00213724,0.000373154,0.152278,-5.3289e-05,0.0473762,-1010.01,2114.23
4.65,14.2937,3.82032e-05,0.00124899,4.53953,-0.000650044,-0.000357306,0.0907752,-0.00174502,0.0288833,4477.38,-765.96
40.81,5.55443,0.000779711,-0.0115489,2.11414,0.00165093,8.74983e-05,0.189741,0.0013162,0.0589092,-2948.59,1825.45
42.85,8.3312,-0.000130598,-0.000872259,0.11613,-0.00196237,0.000116464,0.0536879,0.00184056,0.0168269,24.3681,996.298
45.22,8.32225,0.00193387,-0.0165421,0.135494,0.00423543,-0.000237398,0.108989,0.00278376,0.0341774,701.234,-212.969
12.49,5.55146,0.000110272,-9.67944e-05,0.133682,0.00043429,3.87899e-05,0.209914,-0.000699739,0.0651598,-543.125,1821.42
8.73,8.33884,6.29644e-06,0.00504988,5.97107,1.05049e-05,6.57703e-05,0.262042,0.00119191,0.0814433,-4488.23,1789.85
11.17,13.8967,-0.00329096,0.00397177,85.1368,-0.00459702,0.00510944,2.16765,-0.0012947,0.747467,-6078.7,4360.81
83.12,5.54972,-0.00164262,0.0120526,0.779223,-0.00306467,-0.000220353,0.162235,-0.00159425,0.0503271,1757.35,255.435
56.52,5.56515,-0.00181453,0.00228343,102.039,0.00557884,-0.0193803,-0.00373477,0.0190166,0.00430145,-1180.17,-5016.61
76.37,5.54784,-0.00105248,0.011413,9.02241,-0.00277575,-0.000421649,0.0227019,-0.000601822,0.0078872,6236.24,-1446.83
9.44,13.8699,-0.00329607,-0.00108444,5.41305,-0.003005,0.000429142,0.284493,-8.63888e-06,0.0882054,-3856.75,4008.16
5.97,8.30864,-8.67057e-06,7.16479e-05,0.53051,-1.86189e-05,0.000272648,0.157036,-0.000161251,0.0487602,-357.71,1816.66
27.74,8.33642,0.0006369,-0.00422233,0.613062,0.000653014,-0.000413872,0.126429,0.000241482,0.0391266,1148.56,-841.715
34.69,5.53509,0.0355137,0.00205545,364.27,-0.00394976,0.04702,0.851385,-0.0467623,0.25561,3635.77,5055.66
4.73,14.2692,-2.02352e-06,0.00192625,1.35782,-0.000937728,-3.22841e-05,0.138989,-0.00206445,0.0431419,2332.19,801.825
81.57,5.54993,-0.00208526,0.0123394,11.86,-0.00584491,-0.00068423,0.0188265,0.000140134,0.00666245,6654.57,-2354.74
69.38,5.55053,0.00156397,-0.00777116,11.3706,0.00219952,2.24405e-05,0.241278,0.00337203,0.0750025,-6539.66,1759.71
5.92,5.53894,-0.00102069,0.00536118,10.6577,-0.00217783,-0.000662827,0.116635,-0.00151591,0.0368056,6074.73,-1425.7
0.14,5.30844,-8.4945e-07,3.18485e-08,0.1313,8.90463e-13,-3.00133e-05,0.154799,-1.32833e-05,0.048056,664.145,936.618
4.05,13.5881,-0.000156199,-0.000518065,0.182233,0.000331846,8.49595e-05,0.165645,0.000378724,0.0514038,-492.63,1470.59
73.64,5.55157,-0.0012173,-0.000570473,0.686803,0.000258975,-0.00014835,0.104878,-0.00221147,0.0327217,1855.37,162.318
44.49,13.8929,-0.000947003,0.0040293,5.44625,0.000362526,-4.66992e-05,0.149743,0.00433226,0.0465197,-4621.61,917.671
2.54,15.0912,0.000597167,0.000939541,0.0386434,-0.000779153,-3.47224e-05,0.159963,-0.000364913,0.0496397,148.799,966.32
47.23,13.8915,-0.000351176,0.00161725,47.8736,-0.000104369,0.00152563,1.01986,-0.00171576,0.323209,-7142.17,3840.7
96.17,5.55012,-0.000128982,0.000858817,0.0201785,-0.00108024,1.7143e-05,0.145883,0.00022588,0.045307,82.1161,1088.1
23.81,13.884,-0.00396491,-0.000268622,26.0031,-0.00314884,0.00202934,0.7573,-0.00451911,0.2377,-4711.52,4886.38
42.02,13.8704,0.000326781,-0.00608155,2.36094,0.00247784,-0.000660658,0.106624,-0.00230964,0.0330577,2234.68,-2083.79
1.47,12.6404,0.00270388,0.00015544,0.646597,-0.00051738,-2.07842e-05,0.172192,-0.00022322,0.053438,-1594.04,1043.6
33.42,8.32523,7.69546e-05,-0.00307855,13.661,0.00151062,-0.000553801,0.130372,-0.00537579,0.0407701,6014.03,-724.667
31.92,8.32571,0.000509887,-0.0103682,1.09504,0.003038,-0.000504682,0.0752668,0.00182963,0.0232087,760.606,-1984.89
23.76,5.5541,-0.000673548,0.0080398,2.31634,-0.0014998,-0.000497439,0.178282,-1.33031e-05,0.0553258,2915.8,-650.621
20.82,8.31376,-0.000618336,0.00906376,0.332697,-0.00503515,-0.000311408,0.0689984,0.0002639,0.0214764,371.22,-992.935
31.38,5.53569,0.000905977,-0.00761946,2.01055,0.00181445,0.000102538,0.205087,0.00251459,0.0636564,-2936.41,2210.68
31.79,5.5511,-0.00135016,0.0129049,105.491,-0.00279206,0.0181993,1.06063,-0.0171071,0.336208,1198.76,5542.7
42.5,5.54605,0.000337939,-0.00206099,0.176289,0.00100803,0.000108608,0.164054,-0.0019683,0.0509305,-210.675,1526.75
3.88,5.47138,3.94329e-05,-6.20968e-05,0.0264362,-3.63841e-05,-2.35735e-05,0.164022,5.26528e-05,0.0508957,-74.5116,1068.27
86.81,5.54501,0.000286731,-0.00222603,0.125967,0.00189856,9.04527e-05,0.141388,-0.00284541,0.0439947,142.214,1341.82
55.56,5.53587,-0.0078246,0.00550036,199.677,0.00530944,-0.0264667,-0.00469781,0.0262501,0.00464441,-626.634,-7497.6
2.32,8.35541,-0.000767841,1.6869e-05,0.0323512,-3.75078e-05,-6.62293e-06,0.153036,-7.97595e-06,0.0475094,332.859,1045.35
38.23,13.8801,0.000316861,-0.00491267,1.53596,0.000876552,-9.9431e-05,0.0114002,0.0070135,0.00471086,2768.23,-355.887
15.17,5.55032,0.000208356,-0.00464211,0.0235025,0.000741641,1.45293e-05,0.125274,0.000644104,0.038916,-207.086,997.687
71.49,5.55232,-0.00167833,0.0118854,6.04944,-0.00322072,-0.000384148,0.0663275,-0.000404439,0.0214228,5334.15,-1100.78
33.23,5.5243,0.0207535,-0.0115979,339.35,-0.00566871,0.0485835,0.856717,-0.0521213,0.258092,3291.1,4475.33
36.43,8.32562,0.00107822,-0.01001,0.434016,0.00299413,-0.000117037,0.185438,0.00165772,0.0572792,-1252.3,1094.27
33.75,13.8908,-0.000355765,-0.00465725,12.8265,-0.000630028,0.000283008,0.107117,-0.00356946,0.0331599,6327.0,1457.21
10.12,13.8932,-0.00309744,0.00138837,26.2523,-0.00384947,0.00116396,0.737257,-0.000403334,0.231243,-5845.04,4256.31
24.73,13.8951,-0.00125752,-0.012029,65.8475,-0.00294657,0.00442083,1.74525,-0.00366295,0.577084,-5382.82,3588.48
43.36,13.8793,-0.000447976,0.00673838,8.16188,-0.00113253,-0.000293512,0.179286,0.00258393,0.0559518,-5347.5,196.248
34.09,13.8823,-0.00148968,0.00668644,0.677816,-0.00144684,8.9928e-05,0.0849445,0.00534387,0.0268211,-1757.01,1172.32
23.12,5.54719,0.000511255,-0.00684835,17.6781,0.00178418,0.000797839,0.785569,0.000132219,0.247011,-5363.82,5834.33
18.4,13.9078,-0.00334282,0.000423379,54.1443,-0.00401705,0.00293342,0.838204,-0.0024666,0.263935,-5803.51,3267.7
51.61,5.54927,-0.0287793,-0.00357283,214.576,0.00436523,-0.0441976,-0.0168713,0.0425526,0.00708524,-2090.5,-3810.73
60.75,5.55576,0.0154299,-0.0102652,124.162,-0.00582731,0.0225576,0.96393,-0.02185,0.301026,2637.91,3457.24
32.99,8.33114,0.000531433,-0.00772577,2.81289,0.00281041,-0.000129303,0.161221,0.00281715,0.049891,-3684.76,881.226
7.82,8.32407,-3.57867e-05,0.0036998,2.856,-0.00106529,0.000317262,0.749126,-0.00164064,0.235192,-1713.68,5926.19
6.79,5.55617,0.00116434,-0.0061565,0.647608,0.00195642,-0.00028669,0.121311,-0.000700835,0.0376995,1631.78,-323.36
31.73,8.33612,-0.000369475,-0.00694422,4.17999,0.00153897,-0.000909402,0.0906456,0.000954699,0.0278663,1762.11,-4061.0
79.44,5.54927,-0.00052795,0.00627465,0.0424378,-0.00206004,-2.01393e-05,0.104752,0.00251665,0.0332565,377.312,729.846
43.87,8.3225,0.000529174,-0.0109578,0.166486,0.0035527,4.78264e-05,0.0376598,0.00414225,0.0116535,-997.808,683.336
52.59,5.56296,-0.019546,0.0014944,276.937,0.00591478,-0.0453779,-0.026844,0.0431272,0.00417309,-2274.67,-5223.11
16.45,5.55188,5.18831e-05,-0.00153203,3.12421,0.00017994,-0.00018357,0.15574,-0.00252443,0.0488787,3496.14,406.479
2.88,5.72102,0.00016163,-4.04563e-06,0.0300947,6.75469e-06,2.64586e-05,0.155556,-1.90802e-05,0.0482885,-15.6544,1135.23
70.72,5.54607,0.00142854,-0.0138064,23.8121,0.00413297,0.000876791,0.773982,0.000347225,0.24308,-6223.56,5514.57
61.0,5.55675,0.0187576,0.0138786,114.984,-0.00412417,0.0217988,0.971049,-0.0210936,0.303743,2472.6,3509.84
49.79,5.55889,-0.0161441,0.000673398,220.099,0.00449054,-0.0431054,0.0273376,0.0419165,0.021258,-2270.82,-4106.54
25.2,5.55267,-0.000356413,0.00281593,0.0690863,-0.000419579,-5.31586e-05,0.162324,8.43313e-05,0.0503352,301.119,900.331
46.89,8.32954,-0.000943604,0.00714022,0.317297,-0.000954079,0.000177422,0.160955,-0.000461444,0.0500135,-426.802,1505.07
2.79,5.73849,0.000549836,-1.04681e-05,0.00406994,2.28553e-06,-3.9409e-07,0.155372,-1.46128e-05,0.048229,-124.996,1045.45
15.34,13.8989,-0.00446914,0.000864603,4.68998,-0.00460574,0.00113241,0.0988085,-0.0061346,0.030626,1407.17,3616.95
43.93,8.32406,0.000637246,-0.0107008,0.0276922,0.00372612,5.04627e-05,0.01636,0.00402634,0.0052008,-196.484,428.318
15.45,13.8994,-0.00343562,-0.000168984,56.4134,-0.00431236,0.00677319,1.46967,-0.00687057,0.477212,-3722.73,5436.77
6.09,5.54743,-0.00109003,0.00249236,7.75331,-0.0019207,-0.000533812,0.302988,-0.00275277,0.0943345,5566.77,344.881
51.14,5.54742,-0.0196046,-0.00080506,106.351,0.0046052,-0.0412398,-0.0255719,0.0402134,0.00409685,-1303.83,-1656.32
63.59,5.56052,-0.00147449,0.0125943,1.79337,-0.00249713,-5.85839e-05,0.121441,-0.00129277,0.0377612,2865.13,705.697
39.78,5.55578,0.00201708,-0.0203944,0.594084,0.00327006,0.000232224,0.11909,0.000540508,0.0376744,836.882,1927.84
44.39,8.33644,-0.000937277,0.0150954,1.75342,-0.00456505,-3.89809e-05,0.0132685,-0.00398871,0.00420473,2479.26,-55.4184
75.7,5.54881,0.000972909,-0.0114582,24.4115,0.00281706,0.000814619,0.759656,0.0016297,0.238525,-6505.1,5556.29
30.34,13.8816,-0.0031084,0.00633442,1.64864,-0.00679093,0.000321443,0.138339,-0.000785614,0.0428019,-1982.47,2315.49
10.68,5.54856,0.000305841,-0.00631409,2.69668,0.00125766,0.000256015,0.17304,0.00127628,0.0537113,-2883.58,2034.44
51.39,5.5439,-0.0238594,-0.00303258,192.097,0.0045692,-0.0428954,-0.0205844,0.0420589,0.00581603,-2044.71,-3344.16
48.28,8.33078,3.4275e-06,0.000839856,0.108424,-0.000302214,-1.49993e-05,0.145658,-0.000397433,0.0452805,626.204,882.884
32.13,8.31926,0.000223936,0.000110924,0.601557,0.00140837,0.00027168,0.0582814,0.00197098,0.0181575,-696.02,1910.11
26.02,13.8878,-0.00344385,0.00627695,74.2749,-0.00493721,0.00515242,1.71047,-0.00102737,0.564751,-5983.04,6682.36
3.65,5.44966,0.000251171,-6.48404e-05,0.033039,-2.49812e-05,-3.40495e-05,0.157243,-2.19238e-05,0.0487972,-28.0387,965.075
46.27,5.5451,0.00116643,0.0159759,110.6,0.0020812,-0.0231186,0.00554983,0.0227894,0.0079856,-1226.28,-4511.65
70.57,5.54735,0.000228721,-0.0104378,2.35505,0.00289016,0.000238294,0.710737,-0.0020844,0.222792,-1764.25,5763.78
74.28,5.54763,0.00132273,-0.00591184,15.8479,0.00256161,0.000418404,0.453012,0.00226517,0.141014,-6003.87,3309.35
65.86,5.55288,0.00107591,-0.0102465,1.34291,0.00326832,0.000229651,0.395018,-0.000852,0.122757,-1277.23,3461.66
