0,4.16667,-1.44803E-28,0,1.3855E-25,0,-4.2039E-45,0.155301,0,0.0482065,-7.74858E-10,1069.16
0.01,4.2918,-2.46888E-13,1.3447E-14,4409.19,4.33341E-18,-0.00431855,0.17266,-4.07778E-05,0.0456133,-14460.1,-183.254
0.02,4.62954,-4.02534E-12,2.11285E-13,1854.87,7.68277E-17,-0.000473167,0.167469,-2.07715E-05,0.0474167,-9713.83,-18.0926
0.03,4.65999,-3.26876E-11,1.65887E-12,0.690048,6.65676E-16,-0.000275682,0.158118,-1.97695E-05,0.048781,-1351.78,-100.567
0.04,5.08752,-1.77521E-10,8.74364E-12,0.247708,3.78965E-15,-8.49153E-05,0.156089,-9.90981E-06,0.048549,837.331,497.629
0.05,5.26223,-7.30432E-10,3.50596E-11,0.860625,1.6077E-14,-5.6634E-06,0.154963,4.65356E-06,0.0479624,1900.74,1060.39
0.06,5.44218,-2.44459E-09,1.14811E-10,0.144719,5.46304E-14,4.98124E-05,0.153857,2.23215E-05,0.0476116,583.774,1495.07
0.07,5.67599,-6.97092E-09,3.21578E-10,1.77392,1.55959E-13,8.68393E-05,0.153645,3.25252E-05,0.047702,2705.59,1567.4
0.08,5.63119,-1.75004E-08,7.95766E-10,1.60458,3.87013E-13,2.35213E-05,0.15395,2.72336E-05,0.0478504,2574,1195.68
0.09,5.82418,-3.96234E-08,1.78144E-09,1.25511,8.56308E-13,-6.66813E-06,0.154525,1.79761E-05,0.0480285,2225.73,984.166
0.1,5.94693,-8.24005E-08,3.67267E-09,1.48445,1.72272E-12,-6.49785E-05,0.154585,8.03319E-06,0.0480725,2352.98,743.097
0.11,6.1273,-1.59626E-07,7.06896E-09,1.29684,3.2E-12,-8.81139E-05,0.154167,-1.07902E-05,0.0479738,2239.46,698.404
0.12,6.44261,-2.91255E-07,1.28385E-08,0.745949,5.55592E-12,-6.20054E-05,0.153947,-2.70851E-05,0.0478398,1745.79,869.844
0.13,6.59867,-5.04959E-07,2.2188E-08,0.354206,9.10635E-12,-5.27004E-05,0.153964,-2.78014E-05,0.0477632,1184.81,955.986
0.14,6.82855,-8.37763E-07,3.67358E-08,0.225222,1.4205E-11,-4.07537E-05,0.153999,-1.77346E-05,0.0477602,927.711,1025.37
0.15,7.04131,-1.33773E-06,5.85876E-08,0.132031,2.12296E-11,-3.82542E-05,0.153901,-1.14629E-05,0.0477609,660.551,1045.94
0.16,7.27201,-2.06564E-06,9.04108E-08,0.0710792,3.05642E-11,-2.29812E-05,0.153915,-8.59903E-06,0.0477583,464.195,1127.83
0.17,7.60567,-3.09661E-06,1.35505E-07,0.141537,4.25748E-11,-1.29716E-05,0.154008,-2.56117E-06,0.0477779,774.799,1171.18
0.18,7.92575,-4.52163E-06,1.97871E-07,0.41329,5.75756E-11,-1.43644E-05,0.15405,2.88546E-06,0.047808,1362.46,1151.56
0.19,8.25698,-6.44897E-06,2.82263E-07,0.825551,7.57763E-11,-7.69886E-06,0.154186,6.77723E-06,0.0478456,1930.96,1164.26
0.2,8.53533,-9.00539E-06,3.94248E-07,1.3191,9.72051E-11,4.51326E-06,0.154329,1.6493E-05,0.0478612,2421.25,1204.86
0.21,8.77744,-1.23372E-05,5.40242E-07,1.94553,1.21595E-10,1.53109E-05,0.154235,3.12824E-05,0.0478372,2908.88,1249.29
0.22,8.98785,-1.66109E-05,7.27539E-07,2.55331,1.48225E-10,8.60702E-06,0.153846,3.85658E-05,0.0477771,3331.36,1230.41
0.23,9.1674,-2.2014E-05,9.64335E-07,2.72833,1.75704E-10,-3.42744E-05,0.153364,2.67205E-05,0.0477001,3448.89,1073.24
0.24,9.37657,-2.87549E-05,1.25973E-06,2.41334,2.01689E-10,-8.93166E-05,0.153136,-9.96783E-07,0.047658,3251.87,860.166
0.25,9.58277,-3.70631E-05,1.62375E-06,1.70284,2.22532E-10,-0.000137865,0.153159,-3.32958E-05,0.0476571,2749.18,660.982
0.26,9.83977,-4.71887E-05,2.06727E-06,0.926315,2.32848E-10,-0.000155081,0.153366,-6.0273E-05,0.0476788,2025.39,600.25
0.27,10.1277,-5.94018E-05,2.60206E-06,0.441308,2.25003E-10,-0.00013255,0.153768,-7.03465E-05,0.0477332,1328.99,732.876
0.28,10.3943,-7.39915E-05,3.2407E-06,0.21943,1.88519E-10,-9.79752E-05,0.154133,-6.0038E-05,0.0477942,821.079,934.781
0.29,10.6669,-9.12647E-05,3.99654E-06,0.116914,1.09389E-10,-6.1388E-05,0.154308,-4.1509E-05,0.0478505,498.83,1144.52
0.3,10.912,-0.000111544,4.88362E-06,0.0708359,-3.06933E-11,-4.13412E-05,0.154337,-3.13489E-05,0.0478994,316.771,1258.05
0.31,11.1727,-0.000135167,5.9166E-06,0.0706128,-2.55217E-10,-4.14681E-05,0.154443,-3.42497E-05,0.0479629,315.3,1251.36
0.32,11.4839,-0.000162483,7.11065E-06,0.122244,-5.93861E-10,-4.73329E-05,0.154757,-4.14548E-05,0.0480553,587.609,1204.32
0.33,11.8125,-0.00019385,8.48135E-06,0.305032,-1.08365E-09,-4.32726E-05,0.155219,-4.07192E-05,0.0481647,1146.9,1204.64
0.34,12.141,-0.000229635,1.00446E-05,0.754694,-1.77028E-09,-2.20995E-05,0.155642,-2.61558E-05,0.0482638,1917,1287.74
0.35,12.423,-0.000270209,1.18163E-05,1.49522,-2.70968E-09,3.14588E-06,0.155814,-3.30367E-06,0.0483155,2707.01,1391.29
0.36,12.6464,-0.000315942,1.38125E-05,2.2859,-3.9698E-09,9.96003E-06,0.155721,1.47499E-05,0.0483263,3295.3,1400.27
0.37,12.8399,-0.000367204,1.60492E-05,2.69586,-5.63263E-09,-1.74469E-05,0.155492,1.39368E-05,0.048318,3547.08,1263.21
0.38,13.0347,-0.000424361,1.85418E-05,2.63599,-7.79663E-09,-7.8496E-05,0.155362,-1.045E-05,0.04833,3472.38,990
0.39,13.2532,-0.000487768,2.13055E-05,2.13826,-1.05794E-08,-0.000146866,0.155552,-5.0641E-05,0.0484052,3123.35,687.162
0.4,13.4944,-0.00055777,2.43548E-05,1.41723,-1.41207E-08,-0.000193083,0.156138,-9.1284E-05,0.0485636,2554.92,477.983
0.41,13.75,-0.000634696,2.77035E-05,0.748272,-1.85858E-08,-0.000203402,0.157049,-0.000118119,0.0487986,1831.3,432.503
0.42,14.0011,-0.000718857,3.13642E-05,0.319332,-2.41693E-08,-0.000177747,0.158123,-0.000124465,0.0490821,1065.49,567.581
0.43,14.2457,-0.00081054,3.53489E-05,0.136817,-3.10994E-08,-0.000135255,0.159155,-0.000112546,0.0493677,394.348,791.116
0.44,14.4881,-0.000910011,3.9668E-05,0.0956096,-3.96419E-08,-9.47965E-05,0.159968,-9.40809E-05,0.0496245,-84.4462,994.332
0.45,14.7252,-0.0010175,4.43307E-05,0.0980523,-5.01054E-08,-7.0254E-05,0.160581,-8.44351E-05,0.0498407,-325.032,1101.97
0.46,14.97,-0.00113322,4.93447E-05,0.0938613,-6.28462E-08,-6.80989E-05,0.161134,-8.54065E-05,0.0500309,-313.257,1092.74
0.47,15.2234,-0.00125733,5.47159E-05,0.0779758,-7.82743E-08,-7.42947E-05,0.161759,-9.04566E-05,0.0502252,-52.2545,1042.29
0.48,15.4799,-0.00138997,6.04487E-05,0.114183,-9.68587E-08,-7.35075E-05,0.162487,-8.96688E-05,0.0504315,437.226,1024.2
0.49,15.7306,-0.00153123,6.65454E-05,0.306293,-1.19134E-07,-6.17609E-05,0.163204,-7.67173E-05,0.050631,1077.41,1055.53
0.5,15.9498,-0.00168115,7.30064E-05,0.709935,-1.45709E-07,-4.13995E-05,0.16376,-5.37476E-05,0.0507956,1757.51,1120.03
0.51,16.1263,-0.00183976,7.983E-05,1.25079,-1.77269E-07,-2.9501E-05,0.164057,-3.08251E-05,0.0509065,2339.35,1145.33
0.52,16.2714,-0.002007,8.70122E-05,1.69492,-2.1459E-07,-4.11423E-05,0.164174,-2.01069E-05,0.0509813,2687.67,1073.39
0.53,16.41,-0.0021828,9.45469E-05,1.7922,-2.58543E-07,-7.77608E-05,0.164339,-2.87309E-05,0.0510729,2727.31,908.484
0.54,16.5706,-0.00236702,0.000102426,1.43877,-3.10104E-07,-0.000120419,0.164797,-5.31832E-05,0.0512323,2423.92,728.425
0.55,16.7621,-0.00255948,0.000110638,0.888003,-3.70365E-07,-0.000147485,0.16564,-8.02506E-05,0.051482,1880.68,615.525
0.56,16.9669,-0.00275995,0.000119169,0.426709,-4.4054E-07,-0.000147231,0.166786,-9.78983E-05,0.0518085,1231.52,624.913
0.57,17.1632,-0.00296814,0.000128006,0.160204,-5.21981E-07,-0.000120108,0.168055,-9.97001E-05,0.0521677,562.996,765.28
0.58,17.3386,-0.00318373,0.000137128,0.0758563,-6.16184E-07,-7.63811E-05,0.169201,-8.57252E-05,0.0524961,-42.5759,988.153
